seed,value,params,trial_number,batch_size,n_steps,gamma,lr,ent_coef,cliprange,noptepochs,lamdba,max_grad_norm,vf_coef,cliprange_vf
0,-0.9251066446304321,"{'batch_size': 64, 'n_steps': 2048, 'gamma': 0.98, 'lr': 1.0045807129163878e-05, 'ent_coef': 1.433079144000663e-06, 'cliprange': 0.1, 'noptepochs': 10, 'lamdba': 0.92, 'max_grad_norm': 0.7375843952107441, 'vf_coef': 0.7284562123262689, 'cliprange_vf': 0.0464139291567241}",20,64,2048,0.98,1.0045807129163878e-05,1.433079144000663e-06,0.1,10,0.92,0.7375843952107441,0.7284562123262689,0.0464139291567241
0,1.490181565284729,"{'batch_size': 32, 'n_steps': 2048, 'gamma': 0.9, 'lr': 0.021102572040650025, 'ent_coef': 1.4272290222457356e-06, 'cliprange': 0.1, 'noptepochs': 50, 'lamdba': 0.98, 'max_grad_norm': 0.7985321589975563, 'vf_coef': 0.7685700927188146, 'cliprange_vf': 0.050043729510703384}",21,32,2048,0.9,0.021102572040650025,1.4272290222457356e-06,0.1,50,0.98,0.7985321589975563,0.7685700927188146,0.050043729510703384
0,-4.555323600769043,"{'batch_size': 8, 'n_steps': 2048, 'gamma': 0.995, 'lr': 2.1462991382673653e-05, 'ent_coef': 1.0517275950354209e-08, 'cliprange': 0.1, 'noptepochs': 50, 'lamdba': 0.98, 'max_grad_norm': 0.49666818590373535, 'vf_coef': 0.5689542371038182, 'cliprange_vf': 0.005521894906947061}",22,8,2048,0.995,2.1462991382673653e-05,1.0517275950354209e-08,0.1,50,0.98,0.49666818590373535,0.5689542371038182,0.005521894906947061
0,3.1164722442626953,"{'batch_size': 8, 'n_steps': 2048, 'gamma': 0.995, 'lr': 2.059540987705862e-05, 'ent_coef': 1.9006171962239602e-08, 'cliprange': 0.1, 'noptepochs': 50, 'lamdba': 0.98, 'max_grad_norm': 0.5245727245488241, 'vf_coef': 0.5497639212951033, 'cliprange_vf': 0.0050919342073719835}",23,8,2048,0.995,2.059540987705862e-05,1.9006171962239602e-08,0.1,50,0.98,0.5245727245488241,0.5497639212951033,0.0050919342073719835
0,2.776520252227783,"{'batch_size': 8, 'n_steps': 2048, 'gamma': 0.995, 'lr': 0.0002607987875325512, 'ent_coef': 1.0354771893639778e-08, 'cliprange': 0.1, 'noptepochs': 50, 'lamdba': 0.98, 'max_grad_norm': 0.6105550656354768, 'vf_coef': 0.41691380884322726, 'cliprange_vf': 0.002503601110029496}",24,8,2048,0.995,0.0002607987875325512,1.0354771893639778e-08,0.1,50,0.98,0.6105550656354768,0.41691380884322726,0.002503601110029496
0,2.6373801231384277,"{'batch_size': 8, 'n_steps': 2048, 'gamma': 0.999, 'lr': 4.00039468095377e-05, 'ent_coef': 4.917813933467476e-08, 'cliprange': 0.1, 'noptepochs': 50, 'lamdba': 0.9, 'max_grad_norm': 0.5992831053675773, 'vf_coef': 0.6784233721061041, 'cliprange_vf': 0.08203631040380603}",25,8,2048,0.999,4.00039468095377e-05,4.917813933467476e-08,0.1,50,0.9,0.5992831053675773,0.6784233721061041,0.08203631040380603
0,-10.0,"{'batch_size': 8, 'n_steps': 32, 'gamma': 0.999, 'lr': 6.313056027555414e-05, 'ent_coef': 5.054267738970493e-08, 'cliprange': 0.1, 'noptepochs': 1, 'lamdba': 0.9, 'max_grad_norm': 0.42595972313045993, 'vf_coef': 0.6808869622354614, 'cliprange_vf': 0.08812956154279225}",26,8,32,0.999,6.313056027555414e-05,5.054267738970493e-08,0.1,1,0.9,0.42595972313045993,0.6808869622354614,0.08812956154279225
0,2.235358715057373,"{'batch_size': 256, 'n_steps': 8, 'gamma': 0.995, 'lr': 1.108107762827772e-05, 'ent_coef': 4.7205001748913096e-08, 'cliprange': 0.3, 'noptepochs': 1, 'lamdba': 0.8, 'max_grad_norm': 0.4595334522093569, 'vf_coef': 0.44875892695355635, 'cliprange_vf': 0.053836944692580116}",27,256,8,0.995,1.108107762827772e-05,4.7205001748913096e-08,0.3,1,0.8,0.4595334522093569,0.44875892695355635,0.053836944692580116
0,3.3709042072296143,"{'batch_size': 32, 'n_steps': 64, 'gamma': 0.995, 'lr': 0.00010094669754646852, 'ent_coef': 4.1280423771021416e-07, 'cliprange': 0.1, 'noptepochs': 50, 'lamdba': 0.98, 'max_grad_norm': 0.4253175900756491, 'vf_coef': 0.6666474716791168, 'cliprange_vf': 0.0317069272606873}",28,32,64,0.995,0.00010094669754646852,4.1280423771021416e-07,0.1,50,0.98,0.4253175900756491,0.6666474716791168,0.0317069272606873
0,-1.7295386791229248,"{'batch_size': 128, 'n_steps': 32, 'gamma': 0.999, 'lr': 0.00014540495328153725, 'ent_coef': 3.8789219460283465e-07, 'cliprange': 0.1, 'noptepochs': 1, 'lamdba': 0.9, 'max_grad_norm': 0.4305002147651634, 'vf_coef': 0.9537592597361684, 'cliprange_vf': 0.1180669300969016}",29,128,32,0.999,0.00014540495328153725,3.8789219460283465e-07,0.1,1,0.9,0.4305002147651634,0.9537592597361684,0.1180669300969016
